fill_id,datetime_utc,date,market_question,market_id_short,side,action_plain,size_shares,price,notional_usd,mid,edge_vs_mid_cents,inv_yes_after,inv_no_after,net_inv_after,cash_after,fee,rebate
116,2026-07-15T12:59:00+00:00,2026-07-15,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.15,15.492,0.15,-0,103.28,115.674,-12.3936,9577.45,0,0
117,2026-07-15T13:16:00+00:00,2026-07-15,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.46,47.5088,0.465,-0.5,83.2437,103.28,-20.0363,9624.96,0,0
118,2026-07-15T13:43:00+00:00,2026-07-15,Will Spider-Man: Brand New Day be the top grossing movie of 2026?,0xc4b07998,buy_yes,Bought YES (bid hit),25.82,0.66,17.0412,0.65,-1,51.64,0,51.64,9607.92,0,0
119,2026-07-15T14:02:00+00:00,2026-07-15,Will Kate O’Flynn – “Widow’s Bay” win Emmys 2026: Outstanding supporting actress in a comedy series?,0x9b9a651f,sell_yes,Sold YES (ask lifted),51.64,0.45,23.238,0.464,-1.4,0,51.64,-51.64,9602.76,0,0
120,2026-07-15T16:01:00+00:00,2026-07-15,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.29,29.9512,0.295,-0.5,32.8596,112.575,-79.7156,9632.71,0,0
121,2026-07-15T16:03:00+00:00,2026-07-15,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.29,29.9512,0.255,-3.5,136.14,112.575,23.5644,9602.76,0,0
122,2026-07-15T16:08:00+00:00,2026-07-15,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.46,47.5088,0.46,-0,186.524,103.28,83.2437,9555.25,0,0
123,2026-07-15T16:11:00+00:00,2026-07-15,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),109.477,0.7,76.6338,0.695,-0.5,212.757,124.969,87.788,9478.61,0,0
124,2026-07-15T16:19:00+00:00,2026-07-15,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.68,70.2304,0.685,-0.5,109.477,124.969,-15.492,9548.84,0,0
125,2026-07-15T16:38:00+00:00,2026-07-15,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.27,27.8856,0.275,-0.5,32.8596,112.575,-79.7156,9576.73,0,0
126,2026-07-15T16:38:00+00:00,2026-07-15,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.68,70.2304,0.675,-0.5,212.757,124.969,87.788,9506.5,0,0
127,2026-07-15T18:29:00+00:00,2026-07-15,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.39,20.1396,0.375,-1.5,98.6324,59.386,39.2464,9486.36,0,0
128,2026-07-15T20:33:00+00:00,2026-07-15,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.38,19.6232,0.39,-1,46.9924,59.386,-12.3936,9505.98,0,0
129,2026-07-16T00:00:00+00:00,2026-07-16,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.375,-16.5,0,15.492,-15.492,9572.69,0,0
130,2026-07-16T00:03:00+00:00,2026-07-16,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.37,38.2136,0.2,-17,103.28,15.492,87.788,9534.48,0,0
131,2026-07-16T00:04:00+00:00,2026-07-16,Will Spider-Man: Brand New Day be the top grossing movie of 2026?,0xc4b07998,sell_yes,Sold YES (ask lifted),25.82,0.72,18.5904,0.74,-2,25.82,0,25.82,9553.07,0,0
132,2026-07-16T00:05:00+00:00,2026-07-16,Will Kate O’Flynn – “Widow’s Bay” win Emmys 2026: Outstanding supporting actress in a comedy series?,0x9b9a651f,buy_yes,Bought YES (bid hit),51.64,0.48,24.7872,0.4795,-0.05,51.64,51.64,0,9528.28,0,0
133,2026-07-16T03:33:00+00:00,2026-07-16,Will Spider-Man: Brand New Day be the top grossing movie of 2026?,0xc4b07998,sell_yes,Sold YES (ask lifted),25.82,0.75,19.365,0.755,-0.5,0,0,0,9547.65,0,0
134,2026-07-16T04:07:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,206.56,115.674,90.8864,9530.09,0,0
135,2026-07-16T04:15:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.17,17.5576,0.175,-0.5,103.28,115.674,-12.3936,9547.65,0,0
136,2026-07-16T04:19:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,206.56,115.674,90.8864,9530.09,0,0
137,2026-07-16T04:29:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.17,17.5576,0.175,-0.5,103.28,115.674,-12.3936,9547.65,0,0
138,2026-07-16T04:31:00+00:00,2026-07-16,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.3,30.984,0.295,-0.5,136.14,112.575,23.5644,9516.67,0,0
139,2026-07-16T04:31:00+00:00,2026-07-16,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.65,67.132,0.655,-0.5,109.477,124.969,-15.492,9583.8,0,0
140,2026-07-16T05:17:00+00:00,2026-07-16,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),53.1892,0.38,20.2119,0.37,-1,100.182,59.386,40.7956,9563.59,0,0
141,2026-07-16T05:41:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,206.56,115.674,90.8864,9546.03,0,0
142,2026-07-16T07:05:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.17,17.5576,0.175,-0.5,103.28,115.674,-12.3936,9563.59,0,0
143,2026-07-16T07:28:00+00:00,2026-07-16,Will Kate O’Flynn – “Widow’s Bay” win Emmys 2026: Outstanding supporting actress in a comedy series?,0x9b9a651f,sell_yes,Sold YES (ask lifted),51.64,0.62,32.0168,0.699,-7.9,0,51.64,-51.64,9595.6,0,0
144,2026-07-16T07:44:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,206.56,115.674,90.8864,9578.04,0,0
145,2026-07-16T09:11:00+00:00,2026-07-16,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.35,18.074,0.355,-0.5,48.5416,59.386,-10.8444,9596.12,0,0
146,2026-07-16T09:59:00+00:00,2026-07-16,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.35,18.074,0.345,-0.5,100.182,59.386,40.7956,9578.04,0,0
147,2026-07-16T10:03:00+00:00,2026-07-16,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.35,18.074,0.355,-0.5,48.5416,59.386,-10.8444,9596.12,0,0
148,2026-07-16T10:07:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.16,16.5248,0.165,-0.5,103.28,115.674,-12.3936,9612.64,0,0
149,2026-07-16T10:18:00+00:00,2026-07-16,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.35,18.074,0.345,-0.5,100.182,59.386,40.7956,9594.57,0,0
150,2026-07-16T10:19:00+00:00,2026-07-16,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.35,18.074,0.355,-0.5,48.5416,59.386,-10.8444,9612.64,0,0
151,2026-07-16T11:15:00+00:00,2026-07-16,Will the Fed increase interest rates by 25 bps after the October 2026 meeting?,0x12aa13b3,buy_yes,Bought YES (bid hit),57.8368,0.21,12.1457,0.205,-0.5,109.477,51.64,57.8368,9600.5,0,0
152,2026-07-16T11:31:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,206.56,115.674,90.8864,9582.94,0,0
153,2026-07-16T11:50:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.17,18.0843,0.185,-1.5,100.182,115.674,-15.492,9601.02,0,0
154,2026-07-16T11:51:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.18,18.5904,0.175,-0.5,203.462,115.674,87.788,9582.43,0,0
155,2026-07-16T11:52:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.18,19.1481,0.19,-1,97.0832,115.674,-18.5904,9601.58,0,0
156,2026-07-16T12:08:00+00:00,2026-07-16,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.28,28.9184,0.285,-0.5,32.8596,112.575,-79.7156,9630.5,0,0
157,2026-07-16T12:25:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.21,21.6888,0.205,-0.5,200.363,115.674,84.6896,9608.81,0,0
158,2026-07-16T12:27:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.23,-2,97.0832,115.674,-18.5904,9630.5,0,0
159,2026-07-16T12:34:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.22,22.7216,0.21,-1,200.363,115.674,84.6896,9607.78,0,0
160,2026-07-16T13:02:00+00:00,2026-07-16,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.66,68.1648,0.655,-0.5,212.757,124.969,87.788,9539.61,0,0
161,2026-07-16T13:23:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,97.0832,115.674,-18.5904,9561.3,0,0
162,2026-07-16T20:04:00+00:00,2026-07-16,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.33,34.0824,0.325,-0.5,136.14,112.575,23.5644,9527.22,0,0
163,2026-07-16T20:15:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.21,21.6888,0.205,-0.5,200.363,115.674,84.6896,9505.53,0,0
164,2026-07-16T20:17:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,97.0832,115.674,-18.5904,9527.22,0,0
165,2026-07-16T20:40:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.21,21.6888,0.205,-0.5,200.363,115.674,84.6896,9505.53,0,0
166,2026-07-16T22:05:00+00:00,2026-07-16,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.215,-0.5,97.0832,115.674,-18.5904,9527.22,0,0
167,2026-07-16T22:27:00+00:00,2026-07-16,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),53.1892,0.44,23.4032,0.435,-0.5,101.731,59.386,42.3448,9503.82,0,0
168,2026-07-17T00:00:00+00:00,2026-07-17,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.42,21.6888,0.455,-3.5,50.0908,59.386,-9.2952,9570.89,0,0
169,2026-07-17T00:04:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.26,26.8528,0.23,-3,200.363,115.674,84.6896,9544.04,0,0
170,2026-07-17T00:37:00+00:00,2026-07-17,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),56.2876,0.41,23.0779,0.405,-0.5,106.378,59.386,46.9924,9520.96,0,0
171,2026-07-17T00:39:00+00:00,2026-07-17,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.41,21.1724,0.41,-0,54.7384,59.386,-4.6476,9542.13,0,0
172,2026-07-17T00:56:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,97.0832,115.674,-18.5904,9565.89,0,0
173,2026-07-17T00:59:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,200.363,115.674,84.6896,9542.13,0,0
174,2026-07-17T01:03:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,97.0832,115.674,-18.5904,9565.89,0,0
175,2026-07-17T01:05:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,200.363,115.674,84.6896,9542.13,0,0
176,2026-07-17T01:09:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,97.0832,115.674,-18.5904,9565.89,0,0
177,2026-07-17T01:11:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,200.363,115.674,84.6896,9542.13,0,0
178,2026-07-17T01:15:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,97.0832,115.674,-18.5904,9565.89,0,0
179,2026-07-17T01:19:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,200.363,115.674,84.6896,9542.13,0,0
180,2026-07-17T01:23:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,97.0832,115.674,-18.5904,9565.89,0,0
181,2026-07-17T01:24:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,200.363,115.674,84.6896,9542.13,0,0
182,2026-07-17T01:25:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,97.0832,115.674,-18.5904,9565.89,0,0
183,2026-07-17T01:27:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,200.363,115.674,84.6896,9542.13,0,0
184,2026-07-17T01:31:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,97.0832,115.674,-18.5904,9565.89,0,0
185,2026-07-17T01:34:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),109.477,0.23,25.1797,0.225,-0.5,206.56,115.674,90.8864,9540.71,0,0
186,2026-07-17T01:59:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.22,22.7216,0.23,-1,103.28,115.674,-12.3936,9563.43,0,0
187,2026-07-17T02:47:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.225,-0.5,206.56,115.674,90.8864,9539.68,0,0
188,2026-07-17T05:25:00+00:00,2026-07-17,Will Kate O’Flynn – “Widow’s Bay” win Emmys 2026: Outstanding supporting actress in a comedy series?,0x9b9a651f,buy_yes,Bought YES (bid hit),51.64,0.55,28.402,0.5255,-2.45,51.64,51.64,0,9511.27,0,0
189,2026-07-17T09:04:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),109.477,0.23,25.1797,0.265,-3.5,97.0832,115.674,-18.5904,9536.45,0,0
190,2026-07-17T09:35:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.25,25.82,0.245,-0.5,200.363,115.674,84.6896,9510.63,0,0
191,2026-07-17T14:51:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.22,22.7216,0.225,-0.5,97.0832,115.674,-18.5904,9533.35,0,0
192,2026-07-17T16:57:00+00:00,2026-07-17,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),106.378,0.43,45.7427,0.435,-0.5,80.1453,103.28,-23.1347,9579.1,0,0
193,2026-07-17T17:51:00+00:00,2026-07-17,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.2,20.656,0.205,-0.5,0,15.492,-15.492,9599.75,0,0
194,2026-07-17T20:24:00+00:00,2026-07-17,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.35,36.148,0.355,-0.5,32.8596,112.575,-79.7156,9635.9,0,0
195,2026-07-17T20:25:00+00:00,2026-07-17,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.35,36.148,0.345,-0.5,136.14,112.575,23.5644,9599.75,0,0
196,2026-07-17T20:36:00+00:00,2026-07-17,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),106.378,0.35,37.2324,0.355,-0.5,29.7612,112.575,-82.814,9636.99,0,0
197,2026-07-17T20:50:00+00:00,2026-07-17,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.6,61.968,0.605,-0.5,109.477,124.969,-15.492,9698.95,0,0
198,2026-07-17T23:47:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,200.363,115.674,84.6896,9675.2,0,0
199,2026-07-17T23:48:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.23,24.467,0.235,-0.5,93.9848,115.674,-21.6888,9699.67,0,0
200,2026-07-17T23:59:00+00:00,2026-07-17,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,197.265,115.674,81.5912,9675.91,0,0
201,2026-07-18T00:00:00+00:00,2026-07-18,Strait of Hormuz traffic returns to normal by December 31?,0x5c79dfde,sell_yes,Sold YES (ask lifted),103.28,0.54,55.7712,0.555,-1.5,0,103.28,-103.28,9734.92,0,0
202,2026-07-18T00:00:00+00:00,2026-07-18,Will “The Late Show With Stephen Colbert” win Emmys 2026: Outstanding variety series?,0x607f376c,sell_yes,Sold YES (ask lifted),51.64,0.19,9.8116,0.2,-1,0,51.64,-51.64,9702.9,0,0
203,2026-07-18T00:00:00+00:00,2026-07-18,Will Ulf Kristersson be the next Prime Minister of Sweden?,0x8a42bb4c,buy_yes,Bought YES (bid hit),51.64,0.12,6.1968,0.115,-0.5,51.64,0,51.64,9696.71,0,0
204,2026-07-18T00:00:00+00:00,2026-07-18,Will Japan's core-core CPI increase by between 2.0 and 2.4% in 2026?,0x9013401c,buy_yes,Bought YES (bid hit),10.328,0.37,3.8214,0.29,-8,10.328,0,10.328,9692.88,0,0
205,2026-07-18T00:00:00+00:00,2026-07-18,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.6,61.968,0.595,-0.5,212.757,124.969,87.788,9630.92,0,0
206,2026-07-18T00:01:00+00:00,2026-07-18,Strait of Hormuz traffic returns to normal by December 31?,0x5c79dfde,buy_yes,Bought YES (bid hit),109.477,0.55,60.2122,0.53,-2,109.477,103.28,6.1968,9570.7,0,0
207,2026-07-18T00:01:00+00:00,2026-07-18,Will Ulf Kristersson be the next Prime Minister of Sweden?,0x8a42bb4c,sell_yes,Sold YES (ask lifted),53.1892,0.12,6.3827,0.155,-3.5,0,1.5492,-1.5492,9575.72,0,0
208,2026-07-18T00:01:00+00:00,2026-07-18,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.23,24.467,0.235,-0.5,90.8864,115.674,-24.7872,9600.19,0,0
209,2026-07-18T00:03:00+00:00,2026-07-18,Will “The Late Show With Stephen Colbert” win Emmys 2026: Outstanding variety series?,0x607f376c,buy_yes,Bought YES (bid hit),51.64,0.18,9.2952,0.145,-3.5,51.64,51.64,0,9590.89,0,0
210,2026-07-18T00:08:00+00:00,2026-07-18,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),106.378,0.23,24.467,0.23,-0,197.265,115.674,81.5912,9566.43,0,0
211,2026-07-18T00:25:00+00:00,2026-07-18,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.24,-1,93.9848,115.674,-21.6888,9590.18,0,0
212,2026-07-18T03:02:00+00:00,2026-07-18,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),53.1892,0.36,19.1481,0.375,-1.5,1.5492,59.386,-57.8368,9609.33,0,0
213,2026-07-18T08:40:00+00:00,2026-07-18,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.225,-0.5,197.265,115.674,81.5912,9585.58,0,0
214,2026-07-18T12:03:00+00:00,2026-07-18,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,93.9848,115.674,-21.6888,9609.33,0,0
215,2026-07-19T00:00:00+00:00,2026-07-19,Will the Fed increase interest rates by 25 bps after the October 2026 meeting?,0x12aa13b3,sell_yes,Sold YES (ask lifted),51.64,0.19,9.8116,0.23,-4,57.8368,51.64,6.1968,9665.09,0,0
216,2026-07-19T00:02:00+00:00,2026-07-19,Will “The Late Show With Stephen Colbert” win Emmys 2026: Outstanding variety series?,0x607f376c,buy_yes,Bought YES (bid hit),51.64,0.15,7.746,0.145,-0.5,103.28,51.64,51.64,9657.35,0,0
217,2026-07-19T00:16:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),106.378,0.25,26.5946,0.245,-0.5,200.363,115.674,84.6896,9630.75,0,0
218,2026-07-19T02:40:00+00:00,2026-07-19,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.41,21.1724,0.395,-1.5,53.1892,59.386,-6.1968,9609.58,0,0
219,2026-07-19T04:06:00+00:00,2026-07-19,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.36,37.1808,0.355,-0.5,133.041,112.575,20.466,9572.4,0,0
220,2026-07-19T04:34:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.24,24.7872,0.245,-0.5,97.0832,115.674,-18.5904,9597.19,0,0
221,2026-07-19T07:55:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,200.363,115.674,84.6896,9573.43,0,0
222,2026-07-19T08:13:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.24,-1,97.0832,115.674,-18.5904,9597.19,0,0
223,2026-07-19T08:17:00+00:00,2026-07-19,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.38,19.6232,0.35,-3,104.829,59.386,45.4432,9577.56,0,0
224,2026-07-19T11:24:00+00:00,2026-07-19,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.26,26.8528,0.255,-0.5,103.28,15.492,87.788,9550.71,0,0
225,2026-07-19T13:50:00+00:00,2026-07-19,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.26,26.8528,0.265,-0.5,0,15.492,-15.492,9577.56,0,0
226,2026-07-19T15:07:00+00:00,2026-07-19,Will there be no change in Fed interest rates after the October 2026 meeting?,0xdf9bf27e,buy_yes,Bought YES (bid hit),51.64,0.62,32.0168,0.585,-3.5,54.7384,0,54.7384,9545.55,0,0
227,2026-07-19T15:19:00+00:00,2026-07-19,Will there be no change in Fed interest rates after the October 2026 meeting?,0xdf9bf27e,sell_yes,Sold YES (ask lifted),51.64,0.6,30.984,0.6,-0,3.0984,0,3.0984,9576.53,0,0
228,2026-07-19T15:55:00+00:00,2026-07-19,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.59,60.9352,0.595,-0.5,109.477,124.969,-15.492,9637.46,0,0
229,2026-07-19T17:54:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.24,24.7872,0.235,-0.5,200.363,115.674,84.6896,9612.68,0,0
