fill_id,datetime_utc,date,market_question,market_id_short,side,action_plain,size_shares,price,notional_usd,mid,edge_vs_mid_cents,inv_yes_after,inv_no_after,net_inv_after,cash_after,fee,rebate
464,2026-05-22T00:27:00+00:00,2026-05-22,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),21.5649,0.51,10.9981,0.545,-3.5,47.6844,63.2074,-15.523,9384.72,0,0
465,2026-05-22T00:38:00+00:00,2026-05-22,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.12,12.3936,0.145,-2.5,106.378,106.378,0,9397.11,0,0
466,2026-05-22T00:44:00+00:00,2026-05-22,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.12,12.3936,0.085,-3.5,209.658,106.378,103.28,9384.72,0,0
467,2026-05-22T00:45:00+00:00,2026-05-22,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),21.5649,0.52,11.2137,0.545,-2.5,26.1195,63.2074,-37.0878,9395.93,0,0
468,2026-05-22T00:52:00+00:00,2026-05-22,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.12,12.3936,0.145,-2.5,106.378,106.378,0,9408.33,0,0
469,2026-05-22T00:55:00+00:00,2026-05-22,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.11,11.3608,0.15,-4,3.0984,106.378,-103.28,9419.69,0,0
470,2026-05-22T01:03:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.2,20.656,0.205,-0.5,27.8856,103.28,-75.3944,9440.34,0,0
471,2026-05-22T01:04:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.2,20.656,0.19,-1,131.166,103.28,27.8856,9419.69,0,0
472,2026-05-22T01:06:00+00:00,2026-05-22,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.11,11.3608,0.085,-2.5,106.378,106.378,0,9408.33,0,0
473,2026-05-22T01:12:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.2,20.656,0.205,-0.5,27.8856,103.28,-75.3944,9428.98,0,0
474,2026-05-22T01:13:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.2,20.656,0.19,-1,131.166,103.28,27.8856,9408.33,0,0
475,2026-05-22T02:02:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.24,14.8723,0.37,-13,97.0419,82.4174,14.6244,9423.2,0,0
476,2026-05-22T02:08:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.3,18.5904,0.37,-7,35.0739,82.4174,-47.3436,9441.79,0,0
477,2026-05-22T02:11:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),63.827,0.36,22.9777,0.35,-1,98.9009,82.4174,16.4835,9418.81,0,0
478,2026-05-22T02:16:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.33,20.4494,0.345,-1.5,36.9329,82.4174,-45.4845,9439.26,0,0
479,2026-05-22T02:18:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),71.2632,0.34,24.2295,0.33,-1,108.196,82.4174,25.7787,9415.03,0,0
480,2026-05-22T02:33:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,27.8856,103.28,-75.3944,9436.72,0,0
481,2026-05-22T02:34:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.21,21.6888,0.195,-1.5,131.166,103.28,27.8856,9415.03,0,0
482,2026-05-22T02:52:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.24,14.8723,0.31,-7,46.2281,82.4174,-36.1893,9429.9,0,0
483,2026-05-22T02:57:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.3,18.5904,0.285,-1.5,108.196,82.4174,25.7787,9411.31,0,0
484,2026-05-22T02:58:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),65.6861,0.29,19.049,0.31,-2,42.51,82.4174,-39.9074,9430.36,0,0
485,2026-05-22T03:04:00+00:00,2026-05-22,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.5,23.238,0.49,-1,72.5955,63.2074,9.38815,9407.12,0,0
486,2026-05-22T03:27:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.27,16.7314,0.25,-2,104.478,82.4174,22.0606,9390.39,0,0
487,2026-05-22T03:59:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.25,15.492,0.255,-0.5,42.51,82.4174,-39.9074,9405.88,0,0
488,2026-05-22T04:08:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.2,20.656,0.205,-0.5,27.8856,103.28,-75.3944,9426.54,0,0
489,2026-05-22T04:28:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.33,20.4494,0.32,-1,104.478,82.4174,22.0606,9406.09,0,0
490,2026-05-22T04:29:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.33,20.4494,0.37,-4,42.51,82.4174,-39.9074,9426.54,0,0
491,2026-05-22T04:32:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),73.1222,0.35,25.5928,0.345,-0.5,115.632,82.4174,33.2148,9400.95,0,0
492,2026-05-22T04:33:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.35,21.6888,0.365,-1.5,53.6643,82.4174,-28.7532,9422.64,0,0
493,2026-05-22T04:34:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),73.1222,0.36,26.324,0.345,-1.5,126.787,82.4174,44.3691,9396.31,0,0
494,2026-05-22T04:51:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),63.827,0.32,20.4247,0.325,-0.5,62.9595,82.4174,-19.458,9416.74,0,0
495,2026-05-22T04:53:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),63.827,0.33,21.0629,0.325,-0.5,126.787,82.4174,44.3691,9395.67,0,0
496,2026-05-22T05:05:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.19,8.8304,0.185,-0.5,65.9959,31.1389,34.857,9386.84,0,0
497,2026-05-22T05:06:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.19,8.8304,0.195,-0.5,19.5199,31.1389,-11.619,9395.67,0,0
498,2026-05-22T05:25:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.28,17.351,0.31,-3,64.8185,82.4174,-17.5989,9413.02,0,0
499,2026-05-22T05:29:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.33,20.4494,0.315,-1.5,126.787,82.4174,44.3691,9392.58,0,0
500,2026-05-22T05:31:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.31,19.2101,0.34,-3,64.8185,82.4174,-17.5989,9411.79,0,0
501,2026-05-22T05:36:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),63.827,0.33,21.0629,0.33,-0,128.646,82.4174,46.2281,9390.72,0,0
502,2026-05-22T05:37:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.34,21.0691,0.38,-4,66.6776,82.4174,-15.7399,9411.79,0,0
503,2026-05-22T05:38:00+00:00,2026-05-22,Will Ulf Kristersson be the next Prime Minister of Sweden?,0x8a42bb4c,sell_yes,Sold YES (ask lifted),51.64,0.2,10.328,0.205,-0.5,0,3.0984,-3.0984,9422.12,0,0
504,2026-05-22T05:39:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),67.5451,0.36,24.3162,0.35,-1,134.223,82.4174,51.8052,9397.8,0,0
505,2026-05-22T05:43:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.33,20.4494,0.335,-0.5,72.2547,82.4174,-10.1628,9418.25,0,0
506,2026-05-22T05:45:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.33,20.4494,0.33,-0,134.223,82.4174,51.8052,9397.8,0,0
507,2026-05-22T05:48:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.32,19.8298,0.33,-1,72.2547,82.4174,-10.1628,9417.63,0,0
508,2026-05-22T05:51:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.32,19.8298,0.315,-0.5,134.223,82.4174,51.8052,9397.8,0,0
509,2026-05-22T06:02:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.31,19.2101,0.315,-0.5,72.2547,82.4174,-10.1628,9417.01,0,0
510,2026-05-22T06:04:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),63.827,0.31,19.7864,0.305,-0.5,136.082,82.4174,53.6643,9397.23,0,0
511,2026-05-22T06:28:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.28,17.351,0.345,-6.5,74.1137,82.4174,-8.30371,9414.58,0,0
512,2026-05-22T06:32:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.3,18.5904,0.28,-2,136.082,82.4174,53.6643,9395.99,0,0
513,2026-05-22T06:36:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.28,17.351,0.365,-8.5,74.1137,82.4174,-8.30371,9413.34,0,0
514,2026-05-22T06:39:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),74.9813,0.36,26.9933,0.295,-6.5,149.095,82.4174,66.6776,9386.35,0,0
515,2026-05-22T06:43:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.19,8.8304,0.185,-0.5,65.9959,31.1389,34.857,9377.51,0,0
516,2026-05-22T06:44:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.19,8.8304,0.195,-0.5,19.5199,31.1389,-11.619,9386.35,0,0
517,2026-05-22T06:44:00+00:00,2026-05-22,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.51,23.7028,0.495,-1.5,119.072,63.2074,55.8642,9362.64,0,0
518,2026-05-22T06:46:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.26,16.1117,0.275,-1.5,87.127,82.4174,4.70957,9378.75,0,0
519,2026-05-22T08:02:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),76.8403,0.3,23.0521,0.31,-1,10.2867,82.4174,-72.1308,9401.81,0,0
520,2026-05-22T10:35:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.27,16.7314,0.265,-0.5,72.2547,82.4174,-10.1628,9385.07,0,0
521,2026-05-22T10:37:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.3,18.5904,0.315,-1.5,10.2867,82.4174,-72.1308,9403.67,0,0
522,2026-05-22T10:38:00+00:00,2026-05-22,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),47.8703,0.53,25.3712,0.54,-1,71.2012,63.2074,7.99387,9429.04,0,0
523,2026-05-22T10:58:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.19,8.8304,0.185,-0.5,65.9959,31.1389,34.857,9420.21,0,0
524,2026-05-22T10:59:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.19,8.8304,0.195,-0.5,19.5199,31.1389,-11.619,9429.04,0,0
525,2026-05-22T11:09:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.2,20.656,0.195,-0.5,131.166,103.28,27.8856,9408.38,0,0
526,2026-05-22T11:10:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.2,20.656,0.215,-1.5,27.8856,103.28,-75.3944,9429.04,0,0
527,2026-05-22T12:51:00+00:00,2026-05-22,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.73,75.3944,0.725,-0.5,127.034,64.6533,62.3811,9353.64,0,0
528,2026-05-22T13:20:00+00:00,2026-05-22,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.51,23.7028,0.47,-4,117.677,63.2074,54.4699,9329.94,0,0
529,2026-05-22T13:24:00+00:00,2026-05-22,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.54,25.097,0.545,-0.5,71.2012,63.2074,7.99387,9355.04,0,0
530,2026-05-22T14:05:00+00:00,2026-05-22,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.28,28.9184,0.29,-1,41.312,121.87,-80.5584,9383.95,0,0
531,2026-05-22T14:47:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.19,8.8304,0.185,-0.5,65.9959,31.1389,34.857,9375.12,0,0
532,2026-05-22T14:48:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.19,8.8304,0.195,-0.5,19.5199,31.1389,-11.619,9383.95,0,0
533,2026-05-22T14:49:00+00:00,2026-05-22,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.51,23.7028,0.49,-2,117.677,63.2074,54.4699,9360.25,0,0
534,2026-05-22T19:12:00+00:00,2026-05-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.52,26.8528,0.545,-2.5,0,53.1892,-53.1892,9362.32,0,0
535,2026-05-22T19:19:00+00:00,2026-05-22,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.72,74.3616,0.735,-1.5,23.7544,64.6533,-40.8989,9436.68,0,0
536,2026-05-22T19:48:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),80.5584,0.36,29.001,0.34,-2,90.8451,82.4174,8.42765,9407.68,0,0
537,2026-05-22T20:23:00+00:00,2026-05-22,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.2,9.2952,0.195,-0.5,65.9959,31.1389,34.857,9398.38,0,0
538,2026-05-22T20:30:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.28,17.351,0.295,-1.5,28.8771,82.4174,-53.5404,9415.73,0,0
539,2026-05-22T20:37:00+00:00,2026-05-22,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.73,75.3944,0.715,-1.5,127.034,64.6533,62.3811,9340.34,0,0
540,2026-05-22T22:11:00+00:00,2026-05-22,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.31,32.0168,0.3,-1,144.592,121.87,22.7216,9308.32,0,0
541,2026-05-22T22:18:00+00:00,2026-05-22,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.34,35.1152,0.345,-0.5,0,103.28,-103.28,9275.27,0,0
542,2026-05-22T22:28:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.27,16.7314,0.255,-1.5,90.8451,82.4174,8.42765,9258.54,0,0
543,2026-05-22T22:29:00+00:00,2026-05-22,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.3,30.984,0.31,-1,41.312,121.87,-80.5584,9289.53,0,0
544,2026-05-22T22:44:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.22,22.7216,0.215,-0.5,131.166,103.28,27.8856,9266.8,0,0
545,2026-05-22T22:49:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.22,22.7216,0.235,-1.5,27.8856,103.28,-75.3944,9289.53,0,0
546,2026-05-22T22:50:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,131.166,103.28,27.8856,9265.77,0,0
547,2026-05-22T23:25:00+00:00,2026-05-22,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.29,17.9707,0.375,-8.5,28.8771,82.4174,-53.5404,9283.74,0,0
548,2026-05-22T23:50:00+00:00,2026-05-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.24,24.7872,0.245,-0.5,27.8856,103.28,-75.3944,9308.53,0,0
549,2026-05-22T23:51:00+00:00,2026-05-22,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.3,30.984,0.295,-0.5,144.592,121.87,22.7216,9277.55,0,0
550,2026-05-22T23:55:00+00:00,2026-05-22,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.3,30.984,0.305,-0.5,41.312,121.87,-80.5584,9308.53,0,0
551,2026-05-23T00:01:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.3,30.984,0.295,-0.5,144.592,121.87,22.7216,9315.9,0,0
552,2026-05-23T00:06:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.3,30.984,0.31,-1,41.312,121.87,-80.5584,9346.89,0,0
553,2026-05-23T00:15:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.29,17.9707,0.235,-5.5,90.8451,82.4174,8.42765,9328.92,0,0
554,2026-05-23T00:20:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.24,14.8723,0.315,-7.5,28.8771,82.4174,-53.5404,9343.79,0,0
555,2026-05-23T00:24:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),76.8403,0.31,23.8205,0.275,-3.5,105.717,82.4174,23.3,9319.97,0,0
556,2026-05-23T00:25:00+00:00,2026-05-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.54,27.8856,0.535,-0.5,51.64,53.1892,-1.5492,9292.08,0,0
557,2026-05-23T00:29:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.3,30.984,0.295,-0.5,144.592,121.87,22.7216,9261.1,0,0
558,2026-05-23T00:30:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.3,30.984,0.31,-1,41.312,121.87,-80.5584,9292.08,0,0
559,2026-05-23T00:30:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.24,14.8723,0.37,-13,43.7494,82.4174,-38.668,9306.95,0,0
560,2026-05-23T00:34:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),80.5584,0.36,29.001,0.35,-1,124.308,82.4174,41.8904,9277.95,0,0
561,2026-05-23T00:43:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.31,19.2101,0.325,-1.5,62.3398,82.4174,-20.0776,9297.16,0,0
562,2026-05-23T00:53:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.3,30.984,0.295,-0.5,144.592,121.87,22.7216,9266.18,0,0
563,2026-05-23T00:54:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.3,30.984,0.305,-0.5,41.312,121.87,-80.5584,9297.16,0,0
564,2026-05-23T00:59:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),69.4042,0.34,23.5974,0.31,-3,131.744,82.4174,49.3265,9273.57,0,0
565,2026-05-23T01:00:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.3,30.984,0.295,-0.5,144.592,121.87,22.7216,9242.58,0,0
566,2026-05-23T01:05:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),106.378,0.3,31.9135,0.305,-0.5,38.2136,121.87,-83.6568,9274.49,0,0
567,2026-05-23T01:11:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.29,17.9707,0.3,-1,69.776,82.4174,-12.6415,9292.47,0,0
568,2026-05-23T01:17:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.3,30.984,0.295,-0.5,141.494,121.87,19.6232,9261.48,0,0
569,2026-05-23T01:18:00+00:00,2026-05-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.3,30.984,0.31,-1,38.2136,121.87,-83.6568,9292.47,0,0
570,2026-05-23T01:22:00+00:00,2026-05-23,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),71.2632,0.29,20.6663,0.27,-2,141.039,82.4174,58.6217,9271.8,0,0
